(1, 91766)
(2, 19025)
(3, 15290)
(4, 95573)
(5, 7779)
(5, 58195)
(5, 61719)
(6, 10715)
(8, 102419)
(8, 9490)
(8, 89739)
(15, 81335)
(15, 29287)
(15, 36826)
(15, 76487)
(15, 47886)
(15, 4273)
(16, 76044)
(20, 27623)
(26, 79290)
(29, 98848)
(29, 88491)
(29, 86055)
(30, 84209)
(30, 15113)
(30, 66963)
(30, 85661)
(30, 22467)
(32, 30085)
(33, 30085)
(33, 53594)
(62, 68262)
(65, 52680)
(65, 30201)
(66, 51444)
(66, 36156)
(67, 71722)
(70, 71)
(70, 93591)
(70, 101052)
(73, 57147)
(78, 65877)
(78, 65403)
(78, 45617)
(85, 96027)
(85, 48272)
(85, 4585)
(85, 19020)
(85, 49161)
(85, 82105)
(85, 25642)
(86, 28321)
(86, 82322)
(86, 83012)
(87, 11668)
(87, 47197)
(89, 21024)
(91, 5301)
(93, 93897)
(93, 96930)
(94, 67665)
(97, 83462)
(97, 135)
(97, 66053)
(98, 34202)
(130, 20771)
(130, 59299)
(130, 69597)
(135, 94215)
(139, 23188)
(139, 24489)
(140, 89770)
(143, 87786)
(143, 100127)
(143, 4315)
(143, 13300)
(143, 37660)
(147, 54354)
(147, 57732)
(148, 54239)
(148, 91392)
(149, 16182)
(149, 103060)
(150, 99286)
(153, 18841)
(153, 24840)
(153, 26872)
(155, 95806)
(160, 15072)
(161, 98226)
(167, 69638)
(167, 75840)
(182, 6806)
(182, 11312)
(182, 34517)
(182, 45462)
(183, 9533)
(184, 7374)
(189, 85565)
(189, 77550)
(189, 79663)
(193, 83037)
(193, 73761)
(193, 74070)
(193, 18394)
(194, 50069)
(209, 14502)
(210, 12915)
(213, 25623)
(214, 52479)
(224, 376)
(224, 8536)
(224, 39315)
(224, 45055)
(224, 73736)
(224, 93440)
(225, 76019)
(225, 99179)
(226, 36181)
(229, 21515)
(231, 26075)
(231, 59708)
(232, 80689)
(235, 86073)
(235, 92180)
(235, 108061)
(239, 103226)
(240, 99870)
(243, 94349)
(243, 103065)
(244, 4465)
(247, 90911)
(247, 53026)
(257, 82832)
(257, 60624)
(257, 105843)
(261, 89411)
(261, 94608)
(261, 68156)
(263, 61021)
(264, 65201)
(282, 70976)
(285, 11063)
(285, 18759)
(285, 56530)
(285, 68299)
(287, 98260)
(287, 57943)
(291, 46753)
(292, 30848)
(297, 40747)
(297, 78074)
(297, 101514)
(303, 80092)
(303, 1277)
(303, 39315)
(303, 16868)
(304, 36124)
(304, 30197)
(306, 48415)
(306, 21646)
(306, 58396)
(306, 45554)
(310, 17720)
(310, 12648)
(314, 39490)
(314, 40121)
(314, 68635)
(319, 6626)
(319, 39163)
(319, 40409)
(319, 101569)
(319, 44154)
(320, 68021)
(327, 104817)
(328, 60890)
(328, 94098)
(328, 15948)
(329, 26760)
(329, 78563)
(330, 74472)
(331, 101986)
(331, 32507)
(333, 2813)
(333, 74472)
(334, 25703)
(334, 3139)
(339, 12752)
(339, 14295)
(339, 68717)
(341, 2817)
(344, 38702)
(344, 1826)
(344, 56184)
(345, 64607)
(346, 42171)
(363, 59595)
(363, 72982)
(363, 5432)
(363, 24783)
(363, 88427)
(363, 91700)
(363, 40758)
(363, 60355)
(364, 73417)
(365, 23688)
(368, 91989)
(372, 12173)
(372, 2370)
(372, 20743)
(373, 5297)
(373, 87309)
(374, 74451)
(375, 50388)
(377, 2477)
(379, 96584)
(379, 102742)
(380, 86841)
(380, 102070)
(413, 8592)
(413, 65380)
(417, 102649)
(417, 68331)
(417, 80505)
(417, 7152)
(417, 8878)
(418, 24206)
(421, 6186)
(421, 27467)
(421, 103198)
(421, 94076)
(427, 79699)
(427, 25772)
(427, 43702)
(428, 63103)
(429, 82772)
(429, 66697)
(440, 42609)
(440, 44226)
(440, 85630)
(440, 85502)
(441, 95940)
(443, 98752)
(443, 2832)
(446, 74106)
(446, 35800)
(446, 6506)
(446, 50375)
(448, 4436)
(448, 22391)
(448, 67869)
(449, 26680)
(449, 52658)
(485, 35188)
(485, 5130)
(485, 10988)
(485, 67994)
(485, 93352)
(485, 79323)
(486, 103014)
(487, 7204)
(487, 47333)
(550, 38165)
(550, 81781)
(550, 29435)
(550, 12265)
(550, 3891)
(550, 83571)
(551, 95056)
(553, 16859)
(553, 19426)
(555, 28575)
(555, 51191)
(556, 71050)
(557, 62191)
(557, 98229)
(558, 81685)
(564, 18950)
(564, 21880)
(564, 79555)
(564, 86604)
(564, 96823)
(564, 82620)
(583, 3768)
(583, 77179)
(583, 8926)
(584, 77111)
(585, 19392)
(586, 83719)
(589, 86443)
(589, 31682)
(590, 26680)
(592, 95720)
(593, 89837)
(593, 19283)
(593, 52228)
(593, 54009)
(602, 1551)
(602, 87150)
(602, 57393)
(604, 11460)
(604, 46435)
(605, 40875)
(606, 32571)
(607, 35208)
(608, 35386)
(608, 13719)
(608, 13356)
(609, 72731)
(610, 4661)
(616, 9362)
(616, 11001)
(616, 75495)
(619, 20295)
(620, 35629)
(622, 66572)
(626, 19887)
(626, 43286)
(627, 43286)
(628, 88152)
(628, 45506)
(649, 31652)
(649, 35952)
(649, 37921)
(649, 100885)
(661, 4193)
(661, 76281)
(661, 7680)
(661, 92204)
(673, 39726)
(673, 74530)
(673, 9489)
(673, 27940)
(673, 55409)
(674, 72536)
(675, 90822)
(676, 12368)
(678, 47845)
(678, 95002)
(678, 95448)
(680, 51275)
(681, 41769)
(682, 20717)
(684, 33294)
(684, 61183)
(685, 90846)
(690, 78723)
(690, 98318)
(718, 105031)
(718, 830)
(718, 57919)
(719, 22435)
(721, 54827)
(721, 84290)
(721, 78179)
(723, 21971)
(726, 37154)
(726, 90452)
(726, 94531)
(728, 2192)
(730, 1551)
(731, 23163)
(731, 104880)
(732, 1782)
(733, 41003)
(740, 66050)
(740, 79262)
(740, 87803)
(747, 94952)
(747, 89212)
(764, 50315)
(764, 62327)
(764, 63145)
(764, 49559)
(764, 52371)
(764, 102701)
(766, 71586)
(778, 84500)
(778, 90091)
(779, 50261)
(780, 63319)
(780, 70902)
(780, 90112)
(781, 87907)
(783, 5857)
(784, 38157)
(786, 12637)
(788, 30836)
(788, 10989)
(790, 39707)
(791, 44472)
(791, 40616)
(792, 55480)
(795, 55680)
(795, 99227)
(795, 796)
(795, 2233)
(796, 99230)
(797, 48667)
(797, 65617)
(798, 27738)
(798, 21089)
(798, 93220)
(802, 96395)
(810, 61472)
(810, 95427)
(810, 60129)
(810, 2060)
(814, 35306)
(814, 97632)
(814, 16192)
(814, 32747)
(817, 94669)
(817, 75154)
(830, 22140)
(830, 11904)
(830, 31036)
(830, 103056)
(833, 23369)
(833, 8750)
(842, 71677)
(842, 72461)
(844, 30901)
(845, 88748)
(845, 100778)
(847, 68031)
(848, 58822)
(850, 24449)
(850, 44090)
(850, 74490)
(853, 99608)
(863, 18890)
(863, 43802)
(863, 57138)
(863, 99286)
(867, 70884)
(867, 9805)
(870, 34845)
(870, 47343)
(870, 57783)
(870, 5841)
(875, 56672)
(876, 33342)
(876, 63511)
(878, 2183)
(879, 72389)
(880, 41416)
(880, 70989)
(881, 28583)
(882, 40136)
(905, 78521)
(905, 97884)
(905, 88071)
(905, 37341)
(905, 21065)
(905, 21691)
(905, 43045)
(905, 43267)
(905, 68760)
(905, 90764)
(905, 101565)
(905, 102818)
(905, 61422)
(905, 62944)
(905, 19678)
(905, 37277)
(905, 65668)
(907, 64050)
(908, 9253)
(908, 81328)
(908, 98767)
(909, 57854)
(912, 84609)
(912, 1603)
(913, 81662)
(913, 4199)
(913, 19411)
(913, 73647)
(914, 68971)
(915, 48259)
(930, 95112)
(930, 66162)
(930, 57748)
(930, 90873)
(931, 82865)
(933, 95968)
(934, 50300)
(941, 78157)
(941, 88574)
(941, 9860)
(941, 99375)
(942, 49054)
(943, 95532)
(945, 46612)
(946, 80924)
(947, 50524)
(954, 69175)
(954, 85806)
(970, 85806)
(970, 104355)
(971, 106387)
(972, 11838)
(972, 95968)
(973, 84573)
(976, 36460)
(976, 85903)
(976, 63124)
(976, 63978)
(976, 61963)
(977, 9227)
(982, 66390)
(983, 92451)
(985, 20858)
(985, 34583)
(992, 77794)
(992, 84689)
(998, 57391)
(1034, 36588)
(1034, 36614)
(1034, 44211)
(1034, 48436)
(1034, 67393)
(1034, 34042)
(1034, 21925)
(1036, 59381)
(1037, 61049)
(1037, 95881)
(1038, 2183)
(1041, 35942)
(1041, 79776)
(1041, 102934)
(1041, 25926)
(1057, 2407)
(1057, 45336)
(1057, 70487)
(1057, 63129)
(1059, 11008)
(1059, 30214)
(1060, 98660)
(1060, 102871)
(1061, 75531)
(1074, 16887)
(1074, 28628)
(1074, 51028)
(1074, 6479)
(1074, 8977)
(1074, 9171)
(1074, 55701)
(1074, 43714)
(1074, 11699)
(1078, 93896)
(1084, 72883)
(1084, 99626)
(1084, 56930)
(1096, 4051)
(1096, 23802)
(1096, 28888)
(1098, 55481)
(1098, 80078)
(1099, 42649)
(1101, 26717)
(1102, 58785)
(1102, 35081)
(1132, 20455)
(1132, 61330)
(1132, 65568)
(1132, 67787)
(1132, 82261)
(1132, 65201)
(1132, 86576)
(1133, 25772)
(1134, 61350)
(1138, 95790)
(1145, 75449)
(1145, 99817)
(1145, 73181)
(1148, 27465)
(1158, 54430)
(1158, 63383)
(1158, 82961)
(1158, 95071)
(1158, 103162)
(1160, 18288)
(1162, 61472)
(1163, 5343)
(1163, 6234)
(1164, 62647)
(1164, 80433)
(1166, 21573)
(1172, 102933)
(1172, 1779)
(1172, 42402)
(1172, 84820)
(1173, 65565)
(1177, 99465)
(1177, 1188)
(1177, 82375)
(1188, 21516)
(1192, 26417)
(1199, 48528)
(1199, 18701)
(1212, 37650)
(1212, 48041)
(1212, 50439)
(1214, 19015)
(1215, 15164)
(1215, 51859)
(1216, 103556)
(1217, 6609)
(1219, 49813)
(1219, 53059)
(1219, 89770)
(1226, 62258)
(1228, 69251)
(1229, 12280)
(1233, 97009)
(1237, 52877)
(1237, 18831)
(1238, 97009)
(1239, 39556)
(1265, 36435)
(1265, 79145)
(1265, 19136)
(1265, 21817)
(1267, 38802)
(1272, 67794)
(1273, 61084)
(1277, 81235)
(1329, 16677)
(1329, 106111)
(1329, 88144)
(1329, 58458)
(1329, 26531)
(1330, 26757)
(1333, 2012)
(1333, 79936)
(1333, 86298)
(1340, 22790)
(1351, 7542)
(1351, 72936)
(1351, 1353)
(1352, 10312)
(1356, 37800)
(1356, 48751)
(1357, 31435)
(1358, 6942)
(1359, 71935)
(1359, 74949)
(1361, 90572)
(1363, 55066)
(1363, 57935)
(1369, 2631)
(1369, 9227)
(1375, 42722)
(1375, 2365)
(1380, 49009)
(1382, 45639)
(1382, 71192)
(1382, 2000)
(1420, 10494)
(1420, 16166)
(1420, 50044)
(1420, 51028)
(1420, 91016)
(1420, 30108)
(1420, 25835)
(1420, 44801)
(1420, 19811)
(1421, 17355)
(1422, 63856)
(1423, 47573)
(1424, 10210)
(1425, 33463)
(1426, 18226)
(1440, 5657)
(1440, 100087)
(1448, 36528)
(1448, 37534)
(1448, 45016)
(1448, 46945)
(1449, 26086)
(1449, 88674)
(1449, 16820)
(1463, 100020)
(1463, 99563)
(1463, 53025)
(1463, 90144)
(1463, 32206)
(1464, 67945)
(1468, 10167)
(1468, 7438)
(1468, 14685)
(1469, 58820)
(1488, 92096)
(1488, 3807)
(1488, 38102)
(1490, 20295)
(1491, 45336)
(1496, 34376)
(1496, 1683)
(1496, 74996)
(1498, 33410)
(1498, 34143)
(1501, 1554)
(1501, 45453)
(1501, 90061)
(1501, 98188)
(1545, 4899)
(1545, 16819)
(1545, 3796)
(1545, 89986)
(1551, 44037)
(1556, 84209)
(1556, 58472)
(1557, 46969)
(1557, 54269)
(1558, 30581)
(1572, 4883)
(1572, 67496)
(1576, 55114)
(1576, 18900)
(1577, 81472)
(1578, 81472)
(1579, 29926)
(1579, 73761)
(1584, 21519)
(1584, 41115)
(1589, 4216)
(1589, 52122)
(1599, 71548)
(1599, 63014)
(1599, 16607)
(1603, 60408)
(1631, 28774)
(1631, 82770)
(1631, 83352)
(1631, 101912)
(1631, 103557)
(1631, 25115)
(1631, 67616)
(1644, 49745)
