(1, 6477)
(2, 6507)
(5, 71368)
(9, 71242)
(9, 20804)
(9, 21752)
(9, 29797)
(9, 65323)
(9, 66860)
(11, 35767)
(27, 71704)
(27, 74130)
(27, 55139)
(28, 76695)
(29, 939)
(68, 8451)
(68, 14069)
(68, 35494)
(68, 46622)
(68, 81778)
(68, 51136)
(68, 8790)
(68, 3047)
(68, 77656)
(68, 44452)
(68, 15315)
(69, 84929)
(79, 23351)
(79, 59744)
(100, 52359)
(100, 59291)
(100, 107)
(108, 65656)
(108, 8595)
(117, 8595)
(120, 39150)
(121, 19835)
(122, 468)
(122, 37425)
(131, 75981)
(131, 71788)
(131, 16264)
(131, 65988)
(131, 52838)
(132, 939)
(134, 939)
(139, 51496)
(139, 54244)
(140, 939)
(141, 53222)
(146, 939)
(148, 29888)
(181, 22827)
(181, 20769)
(181, 4184)
(181, 38788)
(181, 3565)
(182, 35158)
(183, 18250)
(183, 86880)
(185, 14402)
(187, 68817)
(196, 35642)
(196, 15030)
(196, 71146)
(204, 9020)
(204, 53647)
(211, 22726)
(216, 27163)
(216, 88923)
(216, 2967)
(217, 32067)
(218, 22088)
(221, 9758)
(222, 29875)
(223, 6785)
(223, 24709)
(224, 80772)
(224, 62040)
(228, 80051)
(230, 2391)
(230, 82960)
(253, 2007)
(253, 32493)
(253, 32942)
(253, 33308)
(253, 50017)
(253, 69794)
(254, 77422)
(258, 81917)
(303, 72233)
(303, 72246)
(303, 74578)
(303, 40811)
(303, 38413)
(304, 85487)
(304, 30484)
(304, 50338)
(304, 51259)
(305, 30424)
(305, 84927)
(316, 27211)
(316, 46989)
(316, 51230)
(316, 66004)
(327, 45317)
(327, 29735)
(327, 41842)
(327, 48390)
(328, 43338)
(331, 69368)
(332, 14740)
(332, 15413)
(333, 4495)
(334, 22588)
(335, 939)
(336, 939)
(337, 54716)
(340, 56588)
(340, 56591)
(341, 78356)
(342, 39913)
(350, 38925)
(351, 69622)
(352, 12564)
(355, 26099)
(359, 43178)
(359, 50231)
(363, 67521)
(364, 24085)
(366, 939)
(367, 72970)
(368, 57850)
(370, 8061)
(370, 74261)
(377, 86962)
(377, 87229)
(379, 32065)
(379, 40097)
(379, 77454)
(394, 65088)
(394, 57974)
(396, 24884)
(398, 65088)
(400, 69156)
(400, 87129)
(402, 55436)
(404, 19732)
(404, 55464)
(404, 58378)
(404, 69058)
(417, 51619)
(418, 8307)
(421, 66973)
(423, 86027)
(423, 15030)
(424, 14952)
(426, 22789)
(427, 74320)
(445, 58574)
(445, 51190)
(445, 83223)
(445, 80289)
(449, 80289)
(453, 83013)
(454, 85728)
(455, 939)
(460, 8307)
(460, 26260)
(462, 1892)
(462, 1903)
(465, 65299)
(465, 65330)
(465, 80636)
(468, 9020)
(469, 34399)
(494, 61330)
